date,temp_mean,precip_sum,wind_max,station
2024-02,6.9,80.8,33.44,DIJON VILLE
2024-03,8.55,122.6,34.73,DIJON VILLE
2024-04,10.19,75.1,31.49,DIJON VILLE
2024-05,13.67,125.9,23.68,DIJON VILLE
2024-06,17.41,95.4,27.97,DIJON VILLE
2024-07,19.65,79.7,24.07,DIJON VILLE
2024-08,20.89,28.7,27.25,DIJON VILLE
2024-09,14.64,105.1,36.03,DIJON VILLE
2024-10,12.81,96.9,40.56,DIJON VILLE
2024-11,6.39,70.4,34.41,DIJON VILLE
2024-12,2.85,57.6,35.05,DIJON VILLE
2025-01,3.12,86.8,38.16,DIJON VILLE
2025-02,4.01,50.9,31.14,DIJON VILLE
2025-03,7.42,61.2,31.95,DIJON VILLE
2025-04,11.47,62.6,21.03,DIJON VILLE
2025-05,14.81,43.9,23.93,DIJON VILLE
2025-06,21.69,54.1,22.07,DIJON VILLE
2025-07,19.84,47.2,27.79,DIJON VILLE
2025-08,20.53,125.4,21.58,DIJON VILLE
2025-09,14.76,96.5,21.64,DIJON VILLE
2025-10,10.96,107.8,36.86,DIJON VILLE
2025-11,6.44,69.7,27.29,DIJON VILLE
2025-12,4.31,55.4,29.48,DIJON VILLE
2026-01,2.79,66.2,31.84,DIJON VILLE
2026-02,7.0,105.5,39.17,DIJON VILLE
2026-03,7.46,37.3,27.9,DIJON VILLE
2026-04,13.06,22.9,23.59,DIJON VILLE
2026-05,16.4,47.2,23.85,DIJON VILLE
2026-06,22.59,32.6,22.79,DIJON VILLE
2017-12,7.54,4.1,32.04,STRASBOURG
2018-01,5.74,169.2,39.64,STRASBOURG
2018-02,-0.29,31.3,30.6,STRASBOURG
2018-03,4.95,49.0,28.82,STRASBOURG
2018-04,13.44,24.8,31.9,STRASBOURG
2018-05,17.11,94.1,33.7,STRASBOURG
2018-06,19.86,57.0,26.6,STRASBOURG
2018-07,23.06,28.2,26.18,STRASBOURG
2018-08,21.62,32.7,24.07,STRASBOURG
2018-09,16.98,38.5,36.51,STRASBOURG
2018-10,12.18,25.4,28.48,STRASBOURG
2018-11,6.5,33.1,29.02,STRASBOURG
2018-12,4.61,103.2,35.59,STRASBOURG
2019-01,1.61,68.2,28.5,STRASBOURG
2019-02,4.57,27.9,36.55,STRASBOURG
2019-03,8.0,64.6,42.45,STRASBOURG
2019-04,10.02,81.7,34.27,STRASBOURG
2019-05,12.47,82.0,30.98,STRASBOURG
2019-06,20.79,68.0,30.39,STRASBOURG
2019-07,21.84,48.0,27.29,STRASBOURG
2019-08,21.16,41.8,26.83,STRASBOURG
2019-09,16.33,36.2,33.14,STRASBOURG
2019-10,12.53,87.5,23.62,STRASBOURG
2019-11,5.76,50.8,26.65,STRASBOURG
2019-12,4.13,87.6,39.05,STRASBOURG
2020-01,3.86,28.6,37.17,STRASBOURG
2020-02,6.62,135.3,50.49,STRASBOURG
2020-03,6.7,63.8,32.67,STRASBOURG
2020-04,13.71,12.2,29.04,STRASBOURG
2020-05,15.46,45.7,25.62,STRASBOURG
2020-06,17.98,95.7,28.69,STRASBOURG
2020-07,21.5,23.5,27.22,STRASBOURG
2020-08,21.75,65.9,24.19,STRASBOURG
2020-09,17.41,29.3,28.1,STRASBOURG
2020-10,11.05,71.0,36.04,STRASBOURG
2020-11,6.08,17.2,23.8,STRASBOURG
2020-12,3.98,71.1,29.52,STRASBOURG
2021-01,2.06,142.7,32.06,STRASBOURG
2021-02,4.33,52.0,34.8,STRASBOURG
2021-03,6.31,43.2,39.89,STRASBOURG
2021-04,7.82,37.3,32.79,STRASBOURG
2021-05,12.13,103.2,33.03,STRASBOURG
2021-06,20.39,101.9,28.24,STRASBOURG
2021-07,18.95,126.5,19.45,STRASBOURG
2021-08,17.97,62.1,27.72,STRASBOURG
2021-09,16.86,32.7,29.6,STRASBOURG
2021-10,10.37,77.6,34.79,STRASBOURG
2021-11,4.41,52.7,30.41,STRASBOURG
2021-12,4.06,97.9,29.88,STRASBOURG
2022-01,2.24,50.3,32.96,STRASBOURG
2022-02,5.38,66.1,42.24,STRASBOURG
2022-03,6.78,26.0,29.24,STRASBOURG
2022-04,10.09,70.8,36.04,STRASBOURG
2022-05,17.0,28.9,28.78,STRASBOURG
2022-06,20.43,75.1,29.97,STRASBOURG
2022-07,22.38,3.7,25.29,STRASBOURG
2022-08,22.43,51.5,23.51,STRASBOURG
2022-09,15.11,115.5,26.84,STRASBOURG
2022-10,14.22,94.9,26.08,STRASBOURG
2022-11,7.95,79.2,25.36,STRASBOURG
2022-12,3.52,81.0,28.71,STRASBOURG
2023-01,4.3,52.3,38.55,STRASBOURG
2023-02,3.91,18.9,32.59,STRASBOURG
2023-03,7.87,90.1,38.51,STRASBOURG
2023-04,9.35,57.8,25.26,STRASBOURG
2023-05,15.38,62.9,25.54,STRASBOURG
2023-06,21.41,25.0,25.96,STRASBOURG
2023-07,20.96,126.4,27.06,STRASBOURG
2023-08,20.05,82.4,35.14,STRASBOURG
2023-09,19.09,23.2,21.24,STRASBOURG
2023-10,13.18,131.4,28.17,STRASBOURG
2023-11,6.83,130.1,34.61,STRASBOURG
2023-12,5.26,110.7,32.76,STRASBOURG
2024-01,2.41,78.0,34.75,STRASBOURG
2024-02,7.54,77.8,31.73,STRASBOURG
2024-03,8.74,89.9,28.84,STRASBOURG
2024-04,10.78,95.7,33.68,STRASBOURG
2024-05,14.86,183.6,32.02,STRASBOURG
2024-06,17.84,117.6,24.49,STRASBOURG
2024-07,20.02,74.5,21.75,STRASBOURG
2024-08,21.22,57.4,22.67,STRASBOURG
2024-09,15.72,70.8,36.02,STRASBOURG
2024-10,12.22,100.9,35.27,STRASBOURG
2024-11,5.54,68.3,29.24,STRASBOURG
2024-12,2.81,75.2,31.0,STRASBOURG
2025-01,2.55,109.5,33.7,STRASBOURG
2025-02,2.93,46.3,23.45,STRASBOURG
2025-03,7.12,40.7,29.88,STRASBOURG
2025-04,11.58,38.8,25.84,STRASBOURG
2025-05,15.05,40.6,24.3,STRASBOURG
2025-06,21.02,79.3,26.76,STRASBOURG
2025-07,19.48,110.8,24.8,STRASBOURG
2025-08,19.37,72.7,18.13,STRASBOURG
2025-09,14.84,137.1,22.47,STRASBOURG
2025-10,11.04,82.6,30.91,STRASBOURG
2025-11,4.83,56.1,21.66,STRASBOURG
2025-12,3.08,18.1,32.51,STRASBOURG
2026-01,1.19,61.8,26.59,STRASBOURG
2026-02,6.01,100.9,32.18,STRASBOURG
2026-03,7.08,55.4,29.76,STRASBOURG
2026-04,11.95,23.5,25.93,STRASBOURG
2026-05,16.23,46.9,22.74,STRASBOURG
2026-06,21.9,42.2,25.06,STRASBOURG
2017-12,7.54,5.1,43.52,MULHOUSE VILLE
2018-01,5.75,186.5,51.98,MULHOUSE VILLE
2018-02,-0.17,46.8,31.49,MULHOUSE VILLE
2018-03,5.13,71.1,35.95,MULHOUSE VILLE
2018-04,13.47,42.2,36.32,MULHOUSE VILLE
2018-05,16.76,91.8,31.07,MULHOUSE VILLE
2018-06,19.72,77.1,28.22,MULHOUSE VILLE
2018-07,22.73,26.9,27.05,MULHOUSE VILLE
2018-08,21.88,22.5,35.9,MULHOUSE VILLE
2018-09,17.45,28.5,40.95,MULHOUSE VILLE
2018-10,12.11,38.4,32.89,MULHOUSE VILLE
2018-11,6.11,42.5,29.46,MULHOUSE VILLE
2018-12,4.55,98.5,48.33,MULHOUSE VILLE
2019-01,1.52,68.0,36.74,MULHOUSE VILLE
2019-02,4.43,34.5,37.51,MULHOUSE VILLE
2019-03,7.88,76.4,42.48,MULHOUSE VILLE
2019-04,9.85,85.5,41.44,MULHOUSE VILLE
2019-05,12.17,87.5,43.24,MULHOUSE VILLE
2019-06,20.48,74.9,28.08,MULHOUSE VILLE
2019-07,22.05,46.0,26.9,MULHOUSE VILLE
2019-08,20.71,70.5,24.27,MULHOUSE VILLE
2019-09,16.18,39.7,38.96,MULHOUSE VILLE
2019-10,12.47,109.4,29.97,MULHOUSE VILLE
2019-11,5.75,81.4,30.08,MULHOUSE VILLE
2019-12,4.49,100.7,42.99,MULHOUSE VILLE
2020-01,3.86,41.5,36.22,MULHOUSE VILLE
2020-02,6.85,105.2,49.9,MULHOUSE VILLE
2020-03,6.73,66.7,41.27,MULHOUSE VILLE
2020-04,13.74,26.9,32.24,MULHOUSE VILLE
2020-05,15.09,87.1,29.16,MULHOUSE VILLE
2020-06,18.14,92.9,33.41,MULHOUSE VILLE
2020-07,22.14,13.5,27.01,MULHOUSE VILLE
2020-08,21.31,91.9,30.91,MULHOUSE VILLE
2020-09,17.15,36.9,35.58,MULHOUSE VILLE
2020-10,10.75,94.7,32.85,MULHOUSE VILLE
2020-11,6.32,20.5,27.38,MULHOUSE VILLE
2020-12,3.9,84.2,36.37,MULHOUSE VILLE
2021-01,1.98,157.7,33.97,MULHOUSE VILLE
2021-02,4.55,44.3,34.57,MULHOUSE VILLE
2021-03,6.37,56.9,43.99,MULHOUSE VILLE
2021-04,7.97,52.8,32.74,MULHOUSE VILLE
2021-05,11.94,133.1,39.76,MULHOUSE VILLE
2021-06,20.12,106.2,25.07,MULHOUSE VILLE
2021-07,19.01,147.0,28.77,MULHOUSE VILLE
2021-08,18.38,43.6,27.37,MULHOUSE VILLE
2021-09,17.19,31.0,30.78,MULHOUSE VILLE
2021-10,10.46,60.1,45.26,MULHOUSE VILLE
2021-11,4.42,63.4,38.2,MULHOUSE VILLE
2021-12,3.96,90.7,41.24,MULHOUSE VILLE
2022-01,2.02,55.4,46.45,MULHOUSE VILLE
2022-02,5.23,67.6,43.77,MULHOUSE VILLE
2022-03,7.18,46.6,32.6,MULHOUSE VILLE
2022-04,10.18,79.2,46.83,MULHOUSE VILLE
2022-05,17.04,26.5,29.95,MULHOUSE VILLE
2022-06,21.14,71.3,27.24,MULHOUSE VILLE
2022-07,22.66,13.2,25.26,MULHOUSE VILLE
2022-08,22.16,46.9,25.92,MULHOUSE VILLE
2022-09,15.33,118.9,28.96,MULHOUSE VILLE
2022-10,14.73,67.7,33.17,MULHOUSE VILLE
2022-11,7.67,75.9,31.68,MULHOUSE VILLE
2022-12,3.63,93.0,39.31,MULHOUSE VILLE
2023-01,3.96,78.3,38.99,MULHOUSE VILLE
2023-02,3.9,16.3,37.95,MULHOUSE VILLE
2023-03,7.95,102.3,41.64,MULHOUSE VILLE
2023-04,9.4,74.0,31.44,MULHOUSE VILLE
2023-05,15.22,63.5,30.14,MULHOUSE VILLE
2023-06,21.4,41.4,26.3,MULHOUSE VILLE
2023-07,20.84,81.5,30.68,MULHOUSE VILLE
2023-08,20.95,71.1,36.32,MULHOUSE VILLE
2023-09,19.35,32.7,25.26,MULHOUSE VILLE
2023-10,13.79,97.6,31.87,MULHOUSE VILLE
2023-11,7.15,164.3,44.34,MULHOUSE VILLE
2023-12,5.54,100.1,37.46,MULHOUSE VILLE
2024-01,2.87,91.1,37.3,MULHOUSE VILLE
2024-02,7.74,72.0,40.74,MULHOUSE VILLE
2024-03,8.94,81.1,33.85,MULHOUSE VILLE
2024-04,10.7,105.6,36.32,MULHOUSE VILLE
2024-05,14.87,157.4,29.17,MULHOUSE VILLE
2024-06,18.25,75.3,26.42,MULHOUSE VILLE
2024-07,20.77,65.8,27.67,MULHOUSE VILLE
2024-08,22.4,46.4,28.99,MULHOUSE VILLE
2024-09,15.5,124.1,34.46,MULHOUSE VILLE
2024-10,12.73,64.6,39.59,MULHOUSE VILLE
2024-11,5.64,87.2,38.81,MULHOUSE VILLE
2024-12,3.16,81.1,38.02,MULHOUSE VILLE
2025-01,3.1,99.1,36.92,MULHOUSE VILLE
2025-02,3.59,48.6,31.51,MULHOUSE VILLE
2025-03,7.42,54.8,29.61,MULHOUSE VILLE
2025-04,12.49,52.9,23.81,MULHOUSE VILLE
2025-05,15.83,32.2,28.81,MULHOUSE VILLE
2025-06,22.61,43.6,27.55,MULHOUSE VILLE
2025-07,20.09,119.1,25.67,MULHOUSE VILLE
2025-08,20.5,111.3,21.06,MULHOUSE VILLE
2025-09,15.25,136.1,30.41,MULHOUSE VILLE
2025-10,11.01,94.1,33.86,MULHOUSE VILLE
2025-11,5.38,77.3,21.34,MULHOUSE VILLE
2025-12,3.23,18.0,30.75,MULHOUSE VILLE
2026-01,1.44,66.8,34.53,MULHOUSE VILLE
2026-02,6.65,98.4,29.86,MULHOUSE VILLE
2026-03,7.46,45.3,32.57,MULHOUSE VILLE
2026-04,12.65,28.4,24.07,MULHOUSE VILLE
2026-05,17.0,58.9,26.89,MULHOUSE VILLE
2026-06,23.53,31.7,24.05,MULHOUSE VILLE
